Symbol,Date,Type,Entry_Time,Exit_Time,Entry_P,Exit_P,PnL_Pct,Reason
CANBK,2019-07-01,SHORT,10:25:00,10:45:00,52.11,52.322428571428574,-0.41,SL/Trail
CANBK,2019-08-07,SHORT,10:05:00,10:10:00,42.27,42.07,0.47,SL/Trail
CANBK,2019-08-30,SHORT,09:55:00,10:00:00,40.0,39.9,0.25,SL/Trail
CANBK,2019-09-27,LONG,10:20:00,10:25:00,33.72,33.82,0.3,SL/Trail
CANBK,2019-11-06,LONG,10:05:00,10:10:00,36.04,36.52,1.33,SL/Trail
CANBK,2019-11-22,LONG,09:55:00,10:00:00,39.61,39.61,0.0,SL/Trail
CANBK,2019-12-24,LONG,10:15:00,10:20:00,40.43,40.53,0.25,SL/Trail
CANBK,2020-01-16,LONG,10:25:00,10:30:00,38.84,38.98,0.36,SL/Trail
CANBK,2020-02-03,SHORT,10:30:00,11:15:00,34.06,33.963,0.28,SL/Trail
CANBK,2020-02-10,LONG,10:30:00,10:35:00,33.14,33.19,0.15,SL/Trail
CANBK,2020-06-02,LONG,10:20:00,10:25:00,14.46,14.7,1.66,SL/Trail
CANBK,2020-06-05,LONG,10:30:00,10:45:00,15.96,15.86,-0.63,SL/Trail
CANBK,2020-09-22,SHORT,10:30:00,11:30:00,14.56,14.469285714285714,0.62,SL/Trail
CANBK,2020-10-12,LONG,10:15:00,10:20:00,14.61,14.8,1.3,SL/Trail
CANBK,2020-10-21,LONG,10:25:00,10:35:00,14.27,14.18,-0.63,SL/Trail
CANBK,2021-01-18,LONG,10:15:00,10:20:00,23.05,23.54,2.13,SL/Trail
CANBK,2021-01-27,SHORT,10:30:00,10:35:00,23.39,22.96,1.84,SL/Trail
CANBK,2021-01-28,SHORT,10:20:00,11:05:00,21.61,21.602857142857143,0.03,SL/Trail
CANBK,2021-02-02,LONG,10:25:00,10:30:00,24.6,24.7,0.41,SL/Trail
CANBK,2021-02-15,LONG,10:15:00,10:20:00,27.49,27.49,0.0,SL/Trail
CANBK,2021-02-16,LONG,10:05:00,10:10:00,28.36,28.36,0.0,SL/Trail
CANBK,2021-03-12,LONG,10:20:00,10:25:00,28.22,28.17,-0.18,SL/Trail
CANBK,2021-03-19,SHORT,10:15:00,10:20:00,25.03,25.18,-0.6,SL/Trail
CANBK,2021-05-07,LONG,10:30:00,10:35:00,24.74,24.74,0.0,SL/Trail
CANBK,2021-05-28,LONG,10:20:00,10:25:00,27.11,27.01,-0.37,SL/Trail
CANBK,2021-06-01,LONG,10:20:00,10:25:00,27.74,27.98,0.87,SL/Trail
CANBK,2021-06-16,LONG,10:30:00,10:50:00,26.58,26.423142857142857,-0.59,SL/Trail
CANBK,2021-07-12,SHORT,09:55:00,10:00:00,26.48,26.43,0.19,SL/Trail
CANBK,2021-08-31,LONG,09:50:00,10:50:00,26.82,26.77228571428571,-0.18,SL/Trail
CANBK,2021-09-03,LONG,10:30:00,11:05:00,27.98,27.86042857142857,-0.43,SL/Trail
CANBK,2021-10-04,LONG,10:20:00,11:00:00,31.6,31.599714285714285,-0.0,SL/Trail
CANBK,2021-12-10,LONG,10:15:00,11:10:00,38.36,38.429,0.18,SL/Trail
CANBK,2022-01-13,LONG,10:15:00,10:40:00,39.71,39.896857142857144,0.47,SL/Trail
CANBK,2022-02-07,SHORT,09:55:00,10:00:00,47.96,47.82,0.29,SL/Trail
CANBK,2022-02-11,LONG,10:20:00,10:25:00,46.18,46.32,0.3,SL/Trail
CANBK,2022-03-29,LONG,10:25:00,10:30:00,41.2,41.2,0.0,SL/Trail
CANBK,2022-04-25,SHORT,10:25:00,10:50:00,41.2,41.33914285714285,-0.34,SL/Trail
CANBK,2022-05-18,SHORT,09:55:00,10:00:00,36.47,36.38,0.25,SL/Trail
CANBK,2022-05-23,SHORT,10:25:00,10:50:00,34.64,34.74442857142857,-0.3,SL/Trail
CANBK,2022-06-02,LONG,10:30:00,10:45:00,37.78,37.56928571428571,-0.56,SL/Trail
CANBK,2022-06-24,SHORT,09:55:00,10:00:00,32.66,32.61,0.15,SL/Trail
CANBK,2022-09-16,LONG,10:10:00,10:15:00,45.02,45.21,0.42,SL/Trail
CANBK,2022-09-22,LONG,10:30:00,10:35:00,43.57,44.39,1.88,SL/Trail
CANBK,2022-11-01,LONG,10:30:00,11:15:00,53.75,53.564571428571426,-0.34,SL/Trail
CANBK,2022-11-10,LONG,10:10:00,10:25:00,56.99,56.84,-0.26,SL/Trail
CANBK,2022-12-08,LONG,10:20:00,11:05:00,57.91,58.30985714285715,0.69,SL/Trail
CANBK,2022-12-27,SHORT,10:30:00,11:10:00,55.97,56.01042857142857,-0.07,SL/Trail
CANBK,2023-01-11,SHORT,10:20:00,11:15:00,58.15,58.21728571428571,-0.12,SL/Trail
CANBK,2023-01-24,LONG,10:15:00,10:20:00,59.45,59.45,0.0,SL/Trail
CANBK,2023-02-23,SHORT,10:20:00,10:25:00,49.99,50.09,-0.2,SL/Trail
CANBK,2023-02-28,SHORT,10:30:00,10:35:00,50.71,50.47,0.47,SL/Trail
CANBK,2023-03-02,SHORT,10:20:00,10:25:00,53.22,53.03,0.36,SL/Trail
CANBK,2023-03-06,SHORT,10:15:00,10:25:00,56.36,56.41,-0.09,SL/Trail
CANBK,2023-03-21,SHORT,10:30:00,10:40:00,50.81,51.05,-0.47,SL/Trail
CANBK,2023-04-24,LONG,10:25:00,13:05:00,54.43,54.83528571428572,0.74,SL/Trail
CANBK,2023-05-08,LONG,10:25:00,10:30:00,57.23,57.47,0.42,SL/Trail
CANBK,2023-06-26,LONG,10:15:00,10:20:00,53.8,53.85,0.09,SL/Trail
CANBK,2023-07-07,LONG,10:25:00,10:40:00,59.79,59.501999999999995,-0.48,SL/Trail
CANBK,2023-07-14,LONG,10:30:00,10:50:00,59.5,59.298,-0.34,SL/Trail
CANBK,2023-08-11,SHORT,10:10:00,10:15:00,61.72,61.14,0.94,SL/Trail
CANBK,2023-08-14,SHORT,10:25:00,10:55:00,60.03,60.225857142857144,-0.33,SL/Trail
CANBK,2023-09-05,LONG,10:30:00,10:35:00,61.91,61.91,0.0,SL/Trail
CANBK,2023-09-13,LONG,10:00:00,10:05:00,64.13,63.94,-0.3,SL/Trail
CANBK,2023-10-03,SHORT,10:15:00,10:20:00,69.88,69.73,0.21,SL/Trail
CANBK,2023-10-06,SHORT,10:30:00,10:35:00,69.44,69.01,0.62,SL/Trail
CANBK,2023-11-01,SHORT,10:30:00,10:35:00,71.08,71.08,0.0,SL/Trail
CANBK,2023-11-30,LONG,10:05:00,10:10:00,74.41,74.41,0.0,SL/Trail
CANBK,2023-12-20,LONG,10:15:00,10:20:00,83.2,83.2,0.0,SL/Trail
CANBK,2024-01-08,LONG,09:45:00,09:50:00,85.08,85.52,0.52,SL/Trail
CANBK,2024-01-31,SHORT,10:20:00,10:35:00,88.94,89.38,-0.49,SL/Trail
CANBK,2024-02-09,LONG,10:00:00,10:05:00,104.44,105.74,1.24,SL/Trail
CANBK,2024-02-13,SHORT,10:15:00,10:20:00,102.41,102.89,-0.47,SL/Trail
CANBK,2024-05-10,SHORT,10:20:00,10:30:00,102.75,103.62,-0.85,SL/Trail
CANBK,2024-05-29,LONG,10:20:00,10:45:00,110.09,109.31742857142856,-0.7,SL/Trail
CANBK,2024-06-03,SHORT,10:20:00,10:25:00,117.86,117.91,-0.04,SL/Trail
CANBK,2024-06-18,LONG,10:25:00,11:50:00,117.48,117.62985714285715,0.13,SL/Trail
CANBK,2024-06-25,LONG,10:20:00,10:25:00,114.33,114.64,0.27,SL/Trail
CANBK,2024-07-19,LONG,10:15:00,10:20:00,110.16,110.94,0.71,SL/Trail
CANBK,2024-10-04,SHORT,10:10:00,10:15:00,105.01,105.04,-0.03,SL/Trail
CANBK,2024-10-18,SHORT,10:00:00,10:05:00,98.57,98.81,-0.24,SL/Trail
CANBK,2024-10-23,SHORT,10:25:00,10:55:00,93.98,94.41,-0.46,SL/Trail
CANBK,2024-11-06,SHORT,10:20:00,10:50:00,100.69,100.64728571428572,0.04,SL/Trail
CANBK,2025-01-23,SHORT,10:20:00,10:25:00,95.35,94.81,0.57,SL/Trail
CANBK,2025-05-07,LONG,10:20:00,10:55:00,89.81,89.65771428571429,-0.17,SL/Trail
CANBK,2025-07-02,LONG,10:05:00,10:10:00,114.29,114.6,0.27,SL/Trail
CANBK,2025-07-24,LONG,10:25:00,10:30:00,108.2,108.0,-0.18,SL/Trail
